Year,Term,YearTerm,Subject,Number,Course Title,Primary Instructor,Aplus,A,Aminus,Bplus,B,Bminus,Cplus,C,Cminus,Dplus,D,Dminus,F,W,Average GPA
2017,Spring,2017-sp,EPSY,220,Career Theory and Practice,"King, Matthew T",0,23,0,0,1,0,0,0,0,0,0,0,0,0,3.97
2017,Spring,2017-sp,EPSY,220,Career Theory and Practice,"Perlus, Jessamyn G",0,16,1,2,2,0,0,0,0,1,0,0,3,1,3.43
2017,Spring,2017-sp,EPSY,401,Child Language and Education,"Christianson, Kiel",18,4,1,1,0,0,1,0,0,0,0,0,0,0,3.76
2017,Spring,2017-sp,EPSY,420,Theories of Psychotherapy,"Dawson, Danyelle N",0,8,7,17,29,12,10,6,2,0,1,0,3,0,3.19
2017,Spring,2017-sp,EPSY,480,Educational Statistics,"Timmer, Jennifer",4,21,0,0,9,0,0,0,0,0,0,0,0,0,3.80
2017,Spring,2017-sp,EPSY,490,Prep for Recruitment Counselor,"Brown, Dawn M",69,14,0,1,0,0,0,0,0,0,0,0,0,0,3.98
2017,Spring,2017-sp,EPSY,575,Mixed Method Inquiry,"Greene, Jennifer C",0,17,8,3,0,0,0,0,0,0,0,0,0,0,3.96
2017,Spring,2017-sp,EPSY,581,Applied Regression Analysis,"Zhang, Jinming",0,12,2,4,3,2,0,0,0,0,0,0,0,0,3.77
2017,Spring,2017-sp,ESE,320,"Water Planet, Water Crisis","Cole, Todd M",8,18,5,6,7,2,0,2,0,0,1,0,2,0,3.50
2017,Spring,2017-sp,ESE,320,"Water Planet, Water Crisis","Sivapalan, Murugesu",3,4,6,3,5,0,0,1,0,0,1,2,0,0,3.33
2017,Spring,2017-sp,ESE,482,Challenges of Sustainability,"Nesbitt, Anna",6,14,7,7,1,2,1,1,4,2,0,0,3,1,3.27
2017,Spring,2017-sp,FAA,202,Artsful Teaching through Integ,"Parsons, Marilyn A",1,30,12,11,11,7,3,2,0,0,0,0,0,0,3.67
2017,Spring,2017-sp,FIN,221,Corporate Finance,"Dyer, Michael A",1,73,25,23,23,3,4,4,1,0,0,0,0,0,3.74
2017,Spring,2017-sp,FIN,221,Corporate Finance,"Gao, Meng",2,46,15,9,34,21,8,19,3,1,5,0,0,2,3.31
2017,Spring,2017-sp,FIN,221,Corporate Finance,"Han, Xue",2,44,9,13,40,12,7,12,3,1,8,0,7,0,3.20
2017,Spring,2017-sp,FIN,221,Corporate Finance,"Lagaras, Spyridon",2,30,9,7,19,7,2,12,3,0,3,0,3,1,3.28
2017,Spring,2017-sp,FIN,221,Corporate Finance,"Sridhar, Shriyak",0,15,3,3,7,2,1,7,0,0,0,0,4,0,3.19
2017,Spring,2017-sp,FIN,221,Corporate Finance,"Xu, Hao",2,49,23,11,44,18,4,20,3,2,2,0,7,6,3.29
2017,Spring,2017-sp,FIN,241,Fundamentals of Real Estate,"Davis, Jeffrey M",1,23,2,3,8,2,0,2,0,0,0,0,0,0,3.71
2017,Spring,2017-sp,FIN,241,Fundamentals of Real Estate,"Perkins, Scott E",2,16,2,3,9,3,3,0,0,0,0,0,0,0,3.61
2017,Spring,2017-sp,FIN,300,Financial Markets,"Oltheten, Elisabeth",0,2,1,3,2,7,2,2,2,1,0,0,3,0,2.73
2017,Spring,2017-sp,FIN,300,Financial Markets,"Smith, Mark K",1,0,3,7,16,8,7,9,4,1,1,0,2,3,2.88
2017,Spring,2017-sp,FIN,300,Financial Markets,"Spencer, Xiangyi X",4,2,4,9,8,8,8,4,4,2,0,3,1,2,2.89
2017,Spring,2017-sp,FIN,321,Advanced Corporate Finance,"Peters, Stephen R",0,13,7,10,8,5,12,0,1,0,0,0,0,0,3.44
2017,Spring,2017-sp,FIN,321,Advanced Corporate Finance,"Spencer, Xiangyi X",5,4,3,4,9,2,2,1,0,0,0,0,0,0,3.45
2017,Spring,2017-sp,FIN,321,Advanced Corporate Finance,"Wu, Yufeng",6,27,10,15,11,9,3,0,0,0,0,0,0,0,3.66
2017,Spring,2017-sp,FIN,411,Investment & Portfolio Mngt,"Ye, Mao",2,8,8,13,9,5,5,3,1,0,1,0,0,0,3.40
2017,Spring,2017-sp,FIN,412,Options and Futures Markets,"Peterson, Paul E",3,9,9,2,8,4,1,1,1,0,0,0,0,0,3.57
2017,Spring,2017-sp,FIN,422,Cases in Corporate Finance,"Peters, Stephen R",0,8,4,3,4,3,2,0,0,0,0,0,0,0,3.61
2017,Spring,2017-sp,FIN,423,Financing Emerging Businesses,"Krueger, George J",0,47,17,8,2,0,0,1,0,0,0,0,0,0,3.92
2017,Spring,2017-sp,FIN,435,Personal Wealth Management,"Raskie, Sterling",0,40,15,6,4,1,0,0,0,0,0,0,0,0,3.91
2017,Spring,2017-sp,FIN,443,Legal Issues in Real Estate,"Perkins, Scott E",0,12,9,7,6,1,0,0,0,0,0,0,0,0,3.79
2017,Spring,2017-sp,FIN,446,Real Estate Financial Markets,"Tchistyi, Alexei V",3,15,4,6,5,4,1,0,0,0,0,0,0,0,3.70
2017,Spring,2017-sp,FIN,461,Financial Intermediation,"Manouchehri Ira, Rustom D",0,25,5,1,0,0,0,0,0,0,0,0,0,0,3.99
2017,Spring,2017-sp,FIN,463,Investment Banking,"Metzger, Robert L",0,9,5,4,4,0,0,1,0,0,0,0,0,0,3.75
2017,Spring,2017-sp,FIN,500,Introduction to Finance,"Raskie, Sterling",0,35,20,2,14,2,2,0,0,0,1,0,0,0,3.77
2017,Spring,2017-sp,FIN,500,Introduction to Finance,"Yang, Xi",18,15,1,2,0,0,0,0,0,0,0,0,0,0,3.96
2017,Spring,2017-sp,FIN,511,Investments,"Ye, Mao",6,9,5,4,7,4,2,1,0,0,0,0,0,0,3.55
2017,Spring,2017-sp,FIN,512,Financial Derivatives,"Johnson, Timothy C",7,25,4,8,13,5,0,0,0,0,0,0,0,0,3.70
2017,Spring,2017-sp,FIN,512,Financial Derivatives,"Peterson, Paul E",0,12,5,12,11,1,1,0,1,0,0,0,0,0,3.64
2017,Spring,2017-sp,FIN,514,Financial Engineering II,"Widdicks, Martin",4,16,7,0,4,1,0,0,0,0,0,0,0,0,3.87
2017,Spring,2017-sp,FIN,515,Fixed Income Portfolios,"Pennacchi, George G",4,11,4,3,10,0,0,0,1,0,0,0,0,0,3.67
2017,Spring,2017-sp,FIN,521,Advanced Corporate Finance,"Kronlund, Mathias",7,21,13,12,16,5,0,0,0,0,0,0,0,0,3.71
2017,Spring,2017-sp,FIN,522,Cases in Financial Strategy,"Xuan, Yuhai",0,9,9,6,7,0,1,0,0,0,0,0,0,0,3.75
2017,Spring,2017-sp,FIN,526,Enterprise Risk Management,"Trembacki, Mark D",4,17,7,6,3,0,0,0,0,0,0,0,0,0,3.88
2017,Spring,2017-sp,FIN,527,Mergers & Acquisitions Topics,"Almeida, Heitor",6,49,0,7,10,0,0,2,0,0,0,0,0,0,3.82
2017,Spring,2017-sp,FIN,536,Government Insurance Programs,"Molitor, David",1,8,9,4,4,0,0,0,0,0,0,0,0,0,3.84
2017,Spring,2017-sp,FIN,546,Real Estate Financial Markets,"Tchistyi, Alexei V",3,16,8,2,3,3,0,0,0,0,0,0,0,0,3.82
2017,Spring,2017-sp,FIN,551,International Finance,"Chan, Kuo Chi",4,7,19,10,3,1,0,0,0,0,0,0,0,0,3.84
2017,Spring,2017-sp,FIN,563,Investment Banking,"Metzger, Robert L",0,21,6,11,3,1,0,0,0,0,0,0,0,0,3.84
2017,Spring,2017-sp,FIN,567,Financial Risk Management,"Pearson, Neil D",1,39,26,20,15,2,0,0,0,0,0,0,0,0,3.82
2017,Spring,2017-sp,FIN,574,Individual Tax Policy,"Molitor, David",1,12,8,7,3,0,0,0,0,0,0,0,0,0,3.86
2017,Spring,2017-sp,FIN,579,Applied Portfolio Management,"Waspi, Kevin G",0,6,1,10,6,2,0,0,0,0,0,0,0,0,3.63
2017,Spring,2017-sp,FIN,580,Cases in Enterprise Risk Mngmt,"Vonnahme, Mark C",0,10,9,3,0,0,0,0,0,0,0,0,0,0,3.96
2017,Spring,2017-sp,FIN,580,Corporate Finance I&II,"Almeida, Heitor",42,134,0,9,8,0,0,2,0,0,0,0,0,2,3.92
2017,Spring,2017-sp,FR,102,Elementary French II,"Strole, Nicholas A",2,9,8,11,8,5,2,1,0,0,0,0,0,0,3.58
2017,Spring,2017-sp,FR,102,Elementary French II,"Tarjanyi, Peter",0,5,2,2,6,3,0,1,2,0,2,1,0,0,3.10
2017,Spring,2017-sp,FR,103,Intermediate French I,"Harmon, Anne-Benedicte M",1,2,7,0,3,1,3,4,1,0,0,0,1,0,3.14
2017,Spring,2017-sp,FR,418,Language&Minorities in Europe,"Fagyal, Zsuzsanna",1,12,15,6,0,2,0,0,0,0,0,0,0,0,3.89
2017,Spring,2017-sp,FSHN,101,Intro Food Science & Nutrition,"Bohn, Dawn M",8,152,0,32,33,14,18,12,10,3,2,4,9,0,3.43
2017,Spring,2017-sp,FSHN,120,Contemporary Nutrition,"Tappenden, Kelly A",74,103,61,74,61,45,21,23,14,0,19,0,20,3,3.27
2017,Spring,2017-sp,FSHN,220,Principles of Nutrition,"Helferich, William G",0,16,0,0,2,0,0,3,0,0,0,0,0,0,3.70
2017,Spring,2017-sp,FSHN,232,Science of Food Preparation,"Craft, Jill N",4,18,8,3,6,0,0,0,0,1,0,0,0,0,3.80
2017,Spring,2017-sp,FSHN,260,Raw Materials for Processing,"Padua, Graciela W",2,7,8,15,6,1,1,0,0,0,0,1,0,0,3.63
2017,Spring,2017-sp,FSHN,312,Applied Microbiology Methods,"Stasiewicz, Matthew J",7,13,13,5,2,3,1,0,0,0,0,0,0,0,3.80
2017,Spring,2017-sp,FSHN,322,Nutrition and the Life Cycle,"Karduck, Justine M",23,22,4,0,1,0,0,0,0,0,0,0,0,0,3.98
2017,Spring,2017-sp,FSHN,329,Communication in Nutrition,"Karduck, Justine M",6,23,6,2,0,0,1,0,0,0,0,0,0,0,3.94
2017,Spring,2017-sp,FSHN,349,Food Service Sanitation,"Craft, Jill N",0,3,3,10,7,2,1,0,0,0,0,0,0,0,3.56
2017,Spring,2017-sp,FSHN,414,Food Chemistry,"Bohn, Dawn M",0,34,0,5,0,0,0,0,0,0,0,0,0,0,3.96
2017,Spring,2017-sp,FSHN,418,Food Analysis,"Cadwallader, Keith R",3,25,0,5,22,0,0,3,0,0,1,0,0,0,3.57
2017,Spring,2017-sp,FSHN,421,Pediatric Clinical Nutrition,"Donovan, Sharon M",3,7,6,6,2,4,0,1,0,0,0,0,0,0,3.65
2017,Spring,2017-sp,FSHN,427,Biochemical Nutrition II,"Chen, Hong",0,35,2,4,19,1,0,5,0,0,0,0,0,0,3.65
2017,Spring,2017-sp,FSHN,460,Food Processing Engineering,"Morris, Scott A",1,27,2,0,7,1,0,7,1,0,1,0,0,0,3.52
2017,Spring,2017-sp,FSHN,471,Food & Industrial Microbiology,"Miller, Michael J",4,24,8,8,8,3,2,2,2,0,1,0,1,0,3.54
2017,Spring,2017-sp,FSHN,499,Ingredient Technology,"Bohn, Dawn M",4,24,0,1,2,0,1,0,0,0,0,0,0,0,3.89
2017,Spring,2017-sp,FSHN,517,Fermented &Distilled Beverages,"Artz, William E",0,13,17,12,4,0,0,0,0,0,0,0,0,0,3.86
2017,Spring,2017-sp,GCL,125,Experiential Anatomy,"Nettl-Fiol, Rebecca C",1,5,3,6,1,3,1,0,1,0,1,0,2,0,3.20
2017,Spring,2017-sp,GCL,187,"Morality, Methods, & Medicine","Livengood, Jonathan M",2,11,3,3,1,2,0,0,0,0,0,0,0,0,3.82
2017,Spring,2017-sp,GE,261,Business Side of Engineering,"Wildblood, Harry S",0,30,0,0,18,0,0,8,0,0,3,0,4,0,3.26
2017,Spring,2017-sp,GE,311,Engineering Design Analysis,"Reis, Henrique M",5,8,2,7,14,5,0,5,2,0,0,1,0,0,3.27
2017,Spring,2017-sp,GE,312,Instrumentation and Test Lab,"Reis, Henrique M",1,9,3,9,14,5,0,4,0,0,3,1,1,0,3.22
2017,Spring,2017-sp,GE,400,Engineering Law,"Barich, Joseph M",0,20,25,13,3,4,1,0,0,0,0,0,0,0,3.82
2017,Spring,2017-sp,GE,413,Engrg Design Optimization,"Allison, James",2,5,2,3,2,2,0,1,0,0,3,1,1,0,2.98
2017,Spring,2017-sp,GE,422,Robot Dynamics and Control,"Park, Hae Won",1,7,6,7,13,8,7,3,3,0,0,0,0,0,3.27
2017,Spring,2017-sp,GE,423,Mechatronics,"Block, Daniel J",2,24,6,1,5,1,0,0,0,0,0,0,1,1,3.79
2017,Spring,2017-sp,GE,424,State Space Design for Control,"Beck, Carolyn L",4,3,9,2,11,10,1,11,3,1,0,0,0,1,3.10
2017,Spring,2017-sp,GE,494,Senior Engineering Project I,"Wildblood, Harry S",7,24,0,1,1,0,0,0,0,0,0,0,0,0,3.96
2017,Spring,2017-sp,GE,495,Senior Engineering Project II,"Wildblood, Harry S",18,35,14,3,0,2,0,0,0,0,0,0,0,0,3.94
2017,Spring,2017-sp,GEOG,101,Global Development&Environment,"Heil, Melissa",13,13,7,3,4,0,0,3,0,0,0,0,1,0,3.61
2017,Spring,2017-sp,GEOG,103,Earth's Physical Systems,"Cienciala, Piotr",10,3,3,4,6,4,1,0,0,0,0,0,0,0,3.49
2017,Spring,2017-sp,GEOG,105,The Digital Earth,"Cidell, Julie L",0,6,3,3,4,4,2,3,2,0,1,0,0,0,3.21
2017,Spring,2017-sp,GEOG,106,Geographies of Globalization,"Rai, Pronoy",12,28,13,12,4,4,2,6,2,1,2,0,5,0,3.35
2017,Spring,2017-sp,GEOG,204,Cities of the World,"Tripathy, Priyam",0,0,2,3,8,3,2,4,0,2,1,0,0,0,2.96
2017,Spring,2017-sp,GEOG,210,Social & Environmental Issues,"Birkenholtz, Trevor",0,8,6,5,14,7,2,6,2,0,3,0,1,0,3.15
2017,Spring,2017-sp,GEOG,221,Geographies of Global Conflict,"Jefferson, Brian J",0,12,15,19,10,0,3,1,0,0,1,0,0,0,3.65
2017,Spring,2017-sp,GEOG,371,Spatial Analysis,"McLafferty, Sara L",0,7,2,2,6,0,0,3,2,0,0,0,2,0,3.15
2017,Spring,2017-sp,GEOG,379,Intro to GIS Systems,"Kashem, Md Shakil B",7,20,7,4,1,2,3,0,1,0,0,0,4,0,3.45
2017,Spring,2017-sp,GEOG,380,GIS II: Spatial Prob Solving,"Kashem, Md Shakil B",3,15,3,1,2,1,3,0,0,0,1,0,0,0,3.64
2017,Spring,2017-sp,GEOG,410,Green Development,"Pettijohn, Justin C",13,8,3,1,0,0,0,0,0,0,0,0,4,0,3.15
2017,Spring,2017-sp,GEOG,440,Business Applications of GIS,"Kwan, Mei-Po",7,14,4,2,2,0,0,0,0,0,0,0,1,0,3.77
2017,Spring,2017-sp,GEOG,466,Environmental Policy,"Lavey, Warren",0,14,4,8,7,0,0,0,0,0,0,0,3,0,3.52
2017,Spring,2017-sp,GEOG,483,Urban Geography,"Wilson, David",0,10,0,15,1,0,0,0,0,0,0,0,0,0,3.78
2017,Spring,2017-sp,GEOG,489,Programming for GIS,"Zhang, Zhe",17,5,2,0,0,0,0,0,0,0,0,1,0,0,3.63
2017,Spring,2017-sp,GEOL,100,Planet Earth,"Long, Ann D",0,5,1,5,7,1,3,0,2,0,0,0,0,0,3.36
2017,Spring,2017-sp,GEOL,100,Planet Earth,"Pettijohn, Justin C",13,11,10,5,6,7,8,4,3,1,1,0,7,0,2.98
2017,Spring,2017-sp,GEOL,100,Planet Earth,"Zhao, Fangruo",0,18,10,7,2,2,1,2,1,0,1,0,1,0,3.59
2017,Spring,2017-sp,GEOL,104,Geology of the National Parks,"Pettijohn, Justin C",6,19,7,1,9,0,0,1,2,0,0,0,0,0,3.69
2017,Spring,2017-sp,GEOL,111,Emergence of Life,"Cole, Todd M",25,45,28,25,18,13,8,7,7,1,3,3,24,0,3.07
2017,Spring,2017-sp,GEOL,118,Natural Disasters,"Johnson, Thomas M",21,21,21,28,24,25,20,19,9,3,4,3,6,0,3.05
2017,Spring,2017-sp,GEOL,118,Natural Disasters,"Malinowski, Jacalyn M",3,4,3,4,3,0,1,2,1,0,2,0,5,0,2.72
2017,Spring,2017-sp,GEOL,380,Environmental Geology,"Altaner, Stephen P",12,3,6,1,0,2,0,0,0,0,0,0,0,0,3.81
2017,Spring,2017-sp,GEOL,440,Sedimentology and Stratigraphy,"Best, James L",0,4,1,2,9,2,1,3,0,0,0,0,0,0,3.32
2017,Spring,2017-sp,GER,101,Beginning German I,"Markiewicz, Sandra",2,7,3,2,1,2,1,2,0,0,1,0,0,0,3.44
2017,Spring,2017-sp,GER,104,Intermediate German II,"Kasper, Bjoern",1,8,2,6,1,1,1,0,0,0,1,0,1,0,3.48
2017,Spring,2017-sp,GER,251,Grimm's Fairy Tales in Context,"Stoeckl, Stephanie J",7,31,9,9,8,2,2,2,0,0,1,0,0,0,3.70
2017,Spring,2017-sp,GLBL,100,Intro to Global Studies,"Bonatti, Valeria",7,11,3,3,1,0,1,0,0,2,0,0,1,0,3.50
2017,Spring,2017-sp,GLBL,100,Intro to Global Studies,"Fogelman, Charles J",5,12,18,11,7,1,1,0,0,0,0,0,0,0,3.79
2017,Spring,2017-sp,GLBL,100,Intro to Global Studies,"Hercog, Metka",3,11,4,0,1,0,0,0,1,2,0,0,0,0,3.61
2017,Spring,2017-sp,GLBL,250,Development,"Muniandy, Parthiban",13,4,1,1,4,1,0,0,0,0,0,0,0,0,3.64
2017,Spring,2017-sp,GLBL,270,Intro Global Markets & Society,"Kohli, Tanu",1,18,4,3,4,0,0,0,0,0,0,0,0,0,3.87
2017,Spring,2017-sp,GLBL,296,Consequences of Civil Conflict,"Renn, Duu S",0,13,3,2,3,0,0,0,0,0,0,0,2,0,3.59
2017,Spring,2017-sp,GLBL,296,Glbl Mass Incarceration,"Kilgore, James W",1,11,11,2,3,0,0,0,0,0,0,0,0,0,3.90
2017,Spring,2017-sp,GLBL,296,NGOs and Development,"Kilgore, James W",0,9,4,5,3,1,0,1,0,0,1,1,0,0,3.52
2017,Spring,2017-sp,GLBL,340,Global Health: Policy & Govern,"Sugrue, Noreen M",1,13,0,0,7,0,0,0,0,0,1,0,0,0,3.65
2017,Spring,2017-sp,GLBL,392,Int Diplomacy and Negotiation,"Wedig, Timothy E",3,8,2,0,3,0,0,4,0,0,1,0,2,0,3.10
2017,Spring,2017-sp,GS,198,DGS Honors Seminar,"Gardiner, Sarah A",14,32,0,0,1,0,0,0,0,0,0,0,0,0,3.98
2017,Spring,2017-sp,GWS,100,Intro Gender & Women's Studies,"Adamo, Elizabeth L",5,38,17,7,14,4,0,6,0,0,1,0,6,0,3.48
2017,Spring,2017-sp,GWS,202,Sexualities,"Cassinelli, Silas M",3,11,13,7,9,3,1,0,0,0,0,0,1,0,3.64
2017,Spring,2017-sp,GWS,350,Feminist & Gender Theory,"Kashani, Maryam",3,1,10,2,0,1,2,1,0,0,3,0,0,0,3.30
2017,Spring,2017-sp,GWS,378,Fairy Tales & Gender Formation,"O'Brien, Valerie E",0,14,6,4,2,2,0,0,0,0,0,0,0,0,3.83
2017,Spring,2017-sp,GWS,385,Transnational Sexualities,"Ngo, Fiona",1,3,6,6,2,0,1,0,0,0,1,0,2,0,3.33
2017,Spring,2017-sp,HDFS,105,Intro to Human Development,"Brooks, Jan D",0,216,0,0,42,0,0,3,0,0,2,0,1,0,3.84
2017,Spring,2017-sp,HDFS,105,Intro to Human Development,"Mendez, Shawn N",31,36,18,8,5,3,7,2,2,0,0,1,1,0,3.61
2017,Spring,2017-sp,HDFS,120,Intro to Family Studies,"Hughes, Robert",0,61,8,0,13,0,0,6,0,0,0,0,0,0,3.79
2017,Spring,2017-sp,HDFS,206,Early Childhood Curriculum Dev,"Brooks, Jan D",0,18,2,2,1,0,0,0,0,0,0,0,0,1,3.94
2017,Spring,2017-sp,HDFS,220,Families in Global Perspective,"Ferguson, Gail M",6,17,20,16,14,11,4,6,1,6,1,0,0,0,3.38
2017,Spring,2017-sp,HDFS,225,Close Relationships,"Monk, James K",22,9,6,4,1,1,0,3,1,0,0,0,1,0,3.49
2017,Spring,2017-sp,HDFS,290,Intro to Research Methods,"McElwain, Nancy L",8,7,6,4,2,2,0,2,0,0,0,1,1,1,3.43
2017,Spring,2017-sp,HDFS,301,Infancy & Early Childhood,"Coba-Rodriguez, Sarai E",0,1,9,7,1,1,1,0,0,1,0,1,0,1,3.52
2017,Spring,2017-sp,HDFS,305,Middle Childhood,"Frantz, Kelly M",3,11,6,5,5,8,3,3,1,0,1,0,0,1,3.38
2017,Spring,2017-sp,HDFS,310,Adult Development,"Kramer, Karen",2,15,5,6,1,2,0,0,0,0,0,0,0,0,3.84
2017,Spring,2017-sp,HDFS,405,Adolescent Development,"Larson, Reed W",4,6,9,2,4,2,0,2,0,0,0,0,0,0,3.65
2017,Spring,2017-sp,HDFS,408,Hospitalized Children,"Hernandez, Candace E",0,24,0,0,1,0,0,0,0,0,1,0,0,0,3.87
2017,Spring,2017-sp,HDFS,420,Family Diversity in the U.S.,"Lleras, Christy L",0,4,10,8,0,1,0,0,0,0,0,0,0,0,3.84
2017,Spring,2017-sp,HDFS,426,Family Conflict Management,"Ferguson, Gail M",4,3,2,2,4,3,2,1,0,0,0,0,2,1,3.09
2017,Spring,2017-sp,HIST,101,History Now!,"Ali, Tariq O",0,8,9,0,4,0,0,0,0,0,0,0,0,0,3.87
2017,Spring,2017-sp,HIST,102,Reacting to the Past,"Reagan, Leslie J",1,8,4,0,1,2,1,0,1,0,3,0,0,0,3.30
2017,Spring,2017-sp,HIST,104,Black Music,"Hertzman, Marc A",0,15,19,11,16,2,2,0,0,0,0,0,2,0,3.62
2017,Spring,2017-sp,HIST,110,History of Africa,"Nobili, Mauro",2,12,4,3,4,5,3,0,0,0,0,0,0,0,3.59
2017,Spring,2017-sp,HIST,135,History of Islamic Middle East,"Cuno, Kenneth M",0,2,1,7,10,8,0,4,3,0,0,0,0,0,3.15
2017,Spring,2017-sp,HIST,141,Western Civ to 1660,"Bamberger, Benjamin D",5,9,5,0,1,0,0,1,0,0,0,0,1,0,3.67
2017,Spring,2017-sp,HIST,142,Western Civ Since 1660,"Peychev, Stefan P",0,9,5,3,3,3,0,0,0,0,0,0,0,0,3.74
2017,Spring,2017-sp,HIST,164,The Automobile,"Levy, Joshua A",0,12,6,4,1,1,0,0,0,0,0,0,0,0,3.88
2017,Spring,2017-sp,HIST,221,Modern China,"Fu, Poshek",4,12,15,8,5,1,1,0,0,0,0,1,0,0,3.74
2017,Spring,2017-sp,HIST,227,Modern Japanese History,"Wilson, Roderick I",0,8,4,6,7,3,3,1,0,0,0,0,2,1,3.35
2017,Spring,2017-sp,HIST,251,Warfare Milit Insts & Soc,"Lynn, John A",1,0,6,6,11,10,8,3,4,2,0,0,0,0,3.05
2017,Spring,2017-sp,HIST,258,20thC World to Midcentury,"Djordjevic, Stefan",2,6,3,2,3,1,2,0,2,0,0,0,0,0,3.46
2017,Spring,2017-sp,HIST,259,20thC World from Midcentury,"Barnes, Teresa A",2,13,3,1,7,6,1,2,0,0,1,0,0,0,3.46
2017,Spring,2017-sp,HIST,265,Science in Western Civ,"Kosovych, Stefan D",0,7,5,4,0,3,0,1,0,0,0,0,1,0,3.56
2017,Spring,2017-sp,HIST,268,The Darwinian Revolution,"Micale, Mark S",1,15,2,2,0,1,0,0,0,0,0,0,0,0,3.92
2017,Spring,2017-sp,HIST,273,Illinois History,"Oberdeck, Kathryn J",6,3,12,7,7,1,1,0,0,0,0,0,0,0,3.70
2017,Spring,2017-sp,HIST,275,Afro-American History to 1877,"Asaka, Ikuko",6,4,7,4,4,0,0,0,0,0,0,0,0,0,3.79
2017,Spring,2017-sp,HIST,277,Encounters in Native America,"Hughes, Michael W",0,5,2,3,4,5,1,1,4,0,0,0,0,0,3.21
2017,Spring,2017-sp,HIST,281,Constructing Race in America,"Khan, Tariq",6,8,5,0,1,1,0,0,1,0,0,0,2,1,3.43
2017,Spring,2017-sp,HIST,283,Asian American History,"Espiritu, Augusto F",6,22,5,4,5,0,0,0,1,0,0,0,0,0,3.82
2017,Spring,2017-sp,HIST,300,Topics in Film and History,"Steinberg, Mark D",2,13,7,2,2,1,0,0,0,0,0,0,0,0,3.88
2017,Spring,2017-sp,HIST,339,The Early Russian Empire,"Randolph, John W",0,1,5,10,8,3,1,0,0,0,0,0,0,0,3.54
2017,Spring,2017-sp,HIST,354,Twentieth Century Europe,"Todorova, Maria N",0,15,6,0,1,1,0,0,0,0,1,0,0,0,3.82
2017,Spring,2017-sp,HIST,357,Modern France,"Chaplin, Tamara E",0,3,4,7,7,1,2,1,0,0,1,0,0,0,3.42
2017,Spring,2017-sp,HIST,374,Civil War and Reconstruction,"Kraszewski, Gracjan A",5,9,12,4,9,4,0,1,0,0,0,0,0,0,3.67
2017,Spring,2017-sp,HIST,381,Urban History,"McDuffie, Erik S",1,7,6,7,4,0,0,0,0,0,0,0,1,0,3.67
2017,Spring,2017-sp,HIST,390,Sport and Society,"Gilbert, Matthew",4,12,3,5,4,4,0,0,0,0,0,0,0,1,3.70
2017,Spring,2017-sp,HIST,397,Sexuality in Modern Europe,"Chaplin, Tamara E",0,1,6,3,6,2,2,0,0,0,0,0,2,0,3.26
2017,Spring,2017-sp,HORT,100,Introduction to Horticulture,"Voigt, Thomas B",7,5,11,4,5,3,2,2,2,0,0,1,1,1,3.33
2017,Spring,2017-sp,HORT,105,Vegetable Gardening,"Norton, Margaret A",52,31,19,12,10,4,3,4,2,0,2,1,5,1,3.42
2017,Spring,2017-sp,HORT,106,The Sustainable Home Garden,"Voigt, Thomas B",7,30,27,15,11,6,6,6,0,0,0,0,0,1,3.64
2017,Spring,2017-sp,HORT,107,Introduction to Floral Design,"Noland, Dianne A",0,69,10,12,20,2,1,1,0,0,0,0,0,0,3.81
2017,Spring,2017-sp,HORT,180,Medicinal Plants and Herbology,"Riggins, Chance",2,7,11,4,10,8,3,2,3,0,0,0,1,1,3.33
2017,Spring,2017-sp,HORT,361,Small Fruit Production,"Lovell, Sarah T",3,6,4,2,2,2,1,2,0,0,0,0,1,0,3.40
2017,Spring,2017-sp,HORT,430,Children and Nature,"Taylor, Andrea F",5,74,20,12,15,7,7,3,1,0,0,1,12,3,3.47
2017,Spring,2017-sp,HORT,434,Designing Urban Agriculture,"Lovell, Sarah T",1,8,3,4,3,1,1,1,1,0,0,0,1,0,3.45
2017,Spring,2017-sp,HRD,414,Facilitation Skills,"Huang, Wen-Hao",18,3,0,0,1,0,0,0,0,0,0,0,0,0,3.83
2017,Spring,2017-sp,HRD,415,Diversity in the Workplace,"Pak, Yoon K",0,30,1,3,0,3,1,1,0,0,0,0,0,0,3.82
2017,Spring,2017-sp,HRD,440,Work Analysis,"Jacobs, Ronald L",0,9,5,1,6,1,0,0,0,0,0,0,0,0,3.76
2017,Spring,2017-sp,HRD,585,Program Evaluation,"Oh, Eunjung",3,15,2,0,1,1,0,0,0,0,0,0,0,0,3.91
2017,Spring,2017-sp,IB,100,Biology in Today's World,"Yang, Wendy",0,133,0,0,79,0,0,34,0,0,15,0,13,1,3.30
2017,Spring,2017-sp,IB,103,Introduction to Plant Biology,"Grennan, Aleel K",0,6,7,9,16,8,8,13,8,2,4,0,1,0,2.92
2017,Spring,2017-sp,IB,105,Environmental Biology,"Catchen, Julian M",42,75,47,39,45,17,11,13,8,11,0,1,12,4,3.35
2017,Spring,2017-sp,IB,108,The Biology of Dinosaurs,"Marcot, Jonathan D",7,9,14,6,7,5,4,2,2,2,1,2,2,0,3.21
2017,Spring,2017-sp,IB,109,Insects and People,"Berenbaum, May R",0,22,0,0,12,0,0,5,0,0,3,0,0,0,3.42
